Village_Name,Gram_Panchayat,Tehsil,District,Water_Scarcity_Index,Groundwater_Level,Soil_Moisture_Index,Rainfall_Category,Drought_Prone,ST_HH_percent,Female_HH_percent,Elderly_percent,Disability_percent,NTFP_Dependency_percent,WageLabour_Dependency_percent,Forest_Degradation_Index,Fire_Incidents_5yrs,CRI_Score,Priority_Level
Silpatti,GP E,Pali,Alirajpur,83.41718689450258,Medium,46.82667628776323,Medium,Yes,94.8651992605316,69.67017945747456,21.645626505097912,7.380709199412126,7.2117193349623845,59.359560268642475,0.008135566056322041,6,60.70151340762756,Medium
Bichhiya,GP C,Bichhiya,Barwani,55.35750028855078,Shallow,86.91433827657568,Medium,No,40.38096465970712,7.128879733717159,8.387977664098162,2.842296209504782,71.74486135065123,50.2893144625871,18.847717267771003,3,47.53574530271004,Low
Chandangaon,GP C,Pati,Barwani,34.99909309121517,Shallow,20.553910790621934,High,No,40.352401556338116,66.74263189634925,15.959666337377124,9.938034098923902,3.2048111133735735,81.53698140153749,27.618207936132567,0,26.879466989571206,Very Low
Sohagpur,GP G,Bichhiya,Alirajpur,13.397468875146208,Medium,40.23388235241702,Medium,No,29.914113065486312,79.52873771450147,26.501606660515456,3.161617848187147,16.29421805799519,84.9329011964685,52.48697069614027,5,43.08358537544346,Low
Ghoradongri,GP A,Pali,Umaria,22.110623464190624,Shallow,33.797298266432605,Medium,Yes,5.061937282520597,20.93734934685562,3.5723200569996205,6.387103816934809,46.37583981737221,25.61103969443166,3.5568046511466944,1,34.60919817935958,Low
Burhanpur,GP E,Bajag,Dindori,81.37142251357578,Deep,30.51979078958972,Medium,No,41.35761432688597,36.69935486489521,24.441129437314896,4.619307964328656,61.53873952922384,72.9256588085755,77.84248565251116,1,57.37745211205285,Low
Bamhani,GP C,Barwani,Dindori,51.41844602863951,Deep,51.187415841719755,Medium,No,50.045844020234405,32.13366637215489,2.5547362308332024,6.0116830904315,48.27016413454245,17.01880827129915,24.659118644320944,2,36.943277998882856,Low
Chhindwara,GP G,Barwani,Alirajpur,49.27943876503899,Medium,52.26403939149091,Medium,No,23.088470578516777,6.7384216331545765,8.75954111802512,7.324659383673527,17.8837122289084,85.683102235296,48.19083667350896,0,38.22574303799971,Low
Silpatti,GP A,Pali,Barwani,27.438693832861787,Medium,38.60344028364245,Low,Yes,20.10245857817322,10.326817810698007,2.6295760533512453,0.677247072088053,52.10766016983656,9.553208495744173,58.43142823794809,1,50.365720895647755,Low
Silpatti,GP C,Mandla,Mandla,11.19804925395095,Shallow,22.071020017874993,Medium,No,6.393297089974524,79.14646685595257,21.25556453095744,1.7215196970408997,71.5322847736712,66.63890566637997,87.61266886530312,2,47.82303959789205,Low
Dindori,GP A,Dindori,Mandla,43.25906514706897,Shallow,43.29622936669882,Medium,Yes,92.54973512739075,46.77616424914538,23.309745591340942,7.752845393605638,0.32398079759054177,29.027414136511368,86.98424269985063,4,67.77085542972168,Medium
Kundam,GP E,Pati,Umaria,57.64756239191292,Medium,27.648054023026287,High,No,39.089996144359795,14.007212960277267,7.883539319720061,8.07602805686173,3.1736769491414165,72.22505968598485,11.769598312213326,4,33.96189646454857,Low
Katangi,GP E,Pati,Alirajpur,78.98029575672794,Medium,34.47493200054285,Low,No,88.12462413133483,69.80198646834225,15.019138670604566,1.3709266931039754,58.68851160013394,0.17859915231907553,34.729353434360966,3,47.6104749905392,Low
Pandhana,GP E,Pali,Barwani,83.56999826153657,Medium,34.57307684418642,Medium,No,81.30734453979895,54.85877304517706,18.01796115180428,4.307383737110394,80.47592196140921,74.02768960741817,18.06821009757622,0,48.114751656976274,Low
Deori,GP F,Niwas,Umaria,78.83662851526124,Deep,57.0077883342136,Low,No,63.491232884580704,40.33845345677166,19.631317234140706,5.919586435074487,6.198239957921819,67.91737113866374,15.586919466565218,4,43.49359937336457,Low
Kudela,GP C,Mandla,Dindori,86.12842482594375,Shallow,82.81635369861206,High,No,93.60612047017278,66.48810281366214,38.25010159801396,1.5380363377682205,67.89439839393833,17.90589135200276,7.842387972393561,4,52.49685702815946,Low
Ghughri,GP E,Bichhiya,Mandla,57.83777387349421,Deep,14.883382678290182,Low,No,19.080393275421304,67.17099113180247,33.5483400356306,6.766210755604512,3.103177892870639,86.02675240597654,81.45566817683319,3,47.504112645131826,Low
Jaitpura,GP E,Barwani,Dindori,52.39105655757564,Medium,13.398017433561131,Medium,No,74.74582213080981,18.80247562537353,33.49962679262582,7.064791025677909,87.64844661931865,26.501010286887475,50.183351114876174,1,47.01624824037903,Low
Pandhana,GP D,Bichhiya,Mandla,79.21738617315742,Deep,26.460940015411634,Low,No,41.68100873032609,23.677897600942735,33.094367168740746,0.6508360747657838,75.82382569626253,42.72025815362169,22.26025518062992,5,49.907466265506415,Low
Deori,GP B,Pati,Umaria,18.48244357965399,Deep,28.378722065998964,High,Yes,39.67285550214113,46.545996041148975,38.32108614167659,9.68032521532528,79.32392828320171,44.95232871496125,31.55418153284707,0,48.85989179095026,Low
Kundam,GP G,Niwas,Umaria,83.00798720690145,Medium,75.78577344729315,Medium,No,58.114515060634204,76.84404911878825,2.2425625094995616,6.1297411195575515,27.862270760903684,61.37495372767025,97.77240494182445,1,62.60116415418664,Medium
Pachmarhi,GP A,Bichhiya,Umaria,68.78763342558466,Shallow,76.77207252853773,High,Yes,62.11279892453509,22.392942336666543,2.331031770587513,5.199147788454695,38.67922789708758,29.137728696912365,48.30008487754876,5,69.99731043278655,Medium
Amarpur,GP G,Pali,Barwani,89.5314865683112,Shallow,47.47671731521226,Low,No,55.06653444710178,77.46503279274248,10.904516956715156,7.51412564939737,48.69426185396685,76.1079061363808,82.60985299481844,0,59.251441301915804,Low
Silpatti,GP G,Bichhiya,Barwani,18.978151976415234,Deep,36.75193412335251,High,No,49.38204783186262,54.80344549294717,37.02492181558914,4.662428697174726,15.307577316925235,13.069738333836206,11.865378905178503,4,26.02957614920083,Very Low
Sohagpur,GP E,Dindori,Dindori,15.984223316372494,Shallow,22.76021911736425,Low,No,10.089497251057566,30.7762903638051,14.709329497326351,0.8958066984472213,23.21246351636361,27.461882565049038,63.423530334575254,0,27.766545501901316,Very Low
Katangi,GP C,Mandla,Alirajpur,70.99906536420508,Shallow,27.5061798107242,High,No,55.14772449687696,28.315092927360713,10.032610951334698,2.1847388127678347,7.818717545379502,17.51658023203827,88.37756859524845,4,51.93410803921374,Low
Manpur,GP F,Dindori,Umaria,53.045831207304246,Deep,49.791932187441965,Low,No,17.67204940762936,39.87688579584758,7.815604227309413,3.1358193953705893,0.28830158773453407,66.17572667222865,44.95866138884506,4,40.60375609319708,Low
Bamhani,GP A,Barwani,Barwani,35.32045347221828,Shallow,64.01495215536187,High,Yes,50.865116914999774,54.68284056598789,24.777082784367025,1.2923160027896752,29.2729748797333,26.262835536137384,17.633813178141633,3,49.21175800797805,Low
Ghoradongri,GP D,Pali,Alirajpur,69.54472522584211,Medium,39.996458101311696,Medium,No,6.942967926963762,15.841586428428387,2.212970240083513,6.666674328784658,32.53904510571264,54.012702050620746,81.02224632603081,2,49.66333993913054,Low
Silpatti,GP D,Pati,Alirajpur,46.421179393607375,Deep,25.01790704039129,Medium,Yes,56.07469422951264,58.19451293237142,10.253024001007176,6.448826499995639,22.57857047083796,80.48789723492557,83.69923775436953,1,64.43282176874213,Medium
Bhanpuri,GP A,Pati,Alirajpur,52.50032466523806,Medium,8.193489568974504,High,Yes,78.3234625750392,50.146748220708105,10.648119477950738,3.9674047111487454,24.645006425228384,84.31158802762658,72.27387421030866,4,69.72312223331116,Medium
Silpatti,GP A,Bajag,Dindori,62.64847636700666,Medium,25.258527419977273,High,Yes,8.47074179088207,75.55876636774269,12.393937604147347,1.4885307339394827,2.3098950687211497,23.03630366883479,76.35469714966618,3,55.508987290745125,Low
Amla,GP H,Bichhiya,Dindori,77.7030965038952,Deep,78.04928554888632,High,No,27.97337300172248,60.30420821755766,24.242124812743302,7.732628316717998,55.39216113068624,42.28398358238012,11.419420127405155,3,43.64980789033739,Low
Jaitpura,GP E,Bajag,Umaria,35.22189164371972,Shallow,14.622985818204468,Low,Yes,82.27693049070798,8.289948894642533,11.568455458030826,9.87764249648719,57.69521972614427,54.06917997679128,0.6729315158619298,2,48.20270921301546,Low
Ghughri,GP G,Pati,Umaria,29.806175873215377,Deep,87.56728924248009,High,No,86.02138899458475,64.91327910844856,6.639224804042814,8.556033352818035,74.9153776253173,88.40100883668593,4.12779112130216,0,42.93914951248051,Low
Chandangaon,GP B,Barwani,Mandla,53.55931091849008,Medium,9.409763484781028,Low,Yes,42.6080100508442,14.270615487982816,38.00359320089468,4.764023423588309,86.04652919047211,27.557286108282092,83.70571097923107,5,74.82480972554282,Medium
Pandhana,GP C,Pali,Barwani,28.71205084625503,Deep,28.566516960056575,Low,No,31.751690341322977,49.34438698281446,3.4024975815886003,7.357965280181905,32.75828331130803,6.7682167012116885,36.94335622388826,6,37.16503157986565,Low
Chandangaon,GP H,Pali,Alirajpur,73.18988445009772,Medium,79.7076178024172,Medium,No,53.65626788176322,23.884387930373162,18.35996293498741,6.916806298911684,31.404380840484468,51.41459899034204,94.82978254638063,4,65.87443389763473,Medium
Bamhani,GP H,Pali,Mandla,34.39953961782594,Medium,50.51712469731668,Medium,Yes,9.336668324246613,68.98553031336884,15.558186591337078,6.578426734556299,86.98314426490538,14.748006812379824,80.5879329592716,6,72.81456580562191,Medium
Amarpur,GP B,Barwani,Alirajpur,82.68655359960893,Deep,61.66321006059433,High,No,60.465586160121134,17.69765082383602,29.37383457211396,9.792653601951733,75.61674004364507,88.68313305020985,38.774698013176575,0,54.52036147687477,Low
Bichhiya,GP H,Pati,Mandla,37.56229523656992,Shallow,54.12899043379968,Low,Yes,26.602289516116304,38.057895446553765,20.47019956394022,4.005743352234207,78.97787251540221,78.06026303147874,2.840986113257249,1,51.07042598924961,Low
Burhanpur,GP A,Dindori,Dindori,42.31307011845325,Medium,20.2258012311487,Low,No,89.96422682633413,68.81900790001316,4.8894720860864815,9.40129254457715,46.77483481304924,45.0633914802206,79.53699948697502,3,54.772777565239466,Low
Sohagpur,GP A,Barwani,Alirajpur,52.88718078995366,Medium,80.85847046006751,High,No,44.247529702838435,11.227606783358993,12.558295545441085,9.819323123559531,51.735172352528735,2.41503501797908,91.74531984469205,0,51.381786450633875,Low
Silpatti,GP H,Barwani,Barwani,10.378078348222548,Shallow,79.20877366818625,High,Yes,82.49078986003681,22.364109965431567,25.691973487577584,7.372254723010531,28.789237940325727,17.06800728921384,29.49109589309544,4,54.12462849829979,Low
Sohagpur,GP D,Barwani,Mandla,43.81124624101137,Shallow,73.35102234984988,Medium,Yes,75.82976346611419,8.133546863276129,39.929840115453295,7.750253706843996,64.67139407563027,29.374052715686403,3.4628248569891995,0,49.99358611490859,Low
Amla,GP E,Pati,Alirajpur,53.464073200842996,Deep,58.512643979582755,High,Yes,77.81549531316553,75.60550497872647,31.47297484928115,1.0232213180659377,17.31416988156958,54.798009672682994,93.12884230306103,0,68.01156193467028,Medium
Manpur,GP A,Pali,Barwani,63.55120553050989,Medium,47.26297264850575,High,No,80.94091217224877,29.159588366598562,12.150168439210576,3.131376495209428,25.420555256472635,76.53720486274428,70.22554837294493,6,63.37626017963349,Medium
Ghoradongri,GP C,Bajag,Barwani,82.30758748741331,Medium,9.612058814429751,Medium,No,64.0720576659144,22.18801711050674,30.734150749291967,7.73126807229516,80.70130028154816,22.83443429065627,86.56895821462342,1,57.74542779610012,Low
Katangi,GP E,Bichhiya,Mandla,85.46779120132737,Medium,6.067146973343473,Low,Yes,45.82846144146979,64.6853508503687,13.481562820988167,8.353568480306224,34.07098386127279,63.422864145997615,78.26388328199171,0,64.02863433596903,Medium
Amarpur,GP A,Bichhiya,Alirajpur,59.092579876096174,Shallow,72.55975686363831,High,Yes,48.25224327896184,19.97061903666936,7.061330604521203,6.797640337648549,9.414023398269993,86.25503336878988,35.84017166231419,1,56.94273675787248,Low
Katangi,GP H,Barwani,Alirajpur,12.664960825999554,Deep,26.512016198209338,Medium,No,63.41177940809861,36.46276157175873,36.79319873237292,6.825076203738587,52.913397490829354,59.371495872123575,39.31737338348701,0,34.59562624123924,Low
Damoh,GP H,Dindori,Barwani,66.29811879680737,Shallow,80.42980670137771,Low,No,16.198063183759864,30.848127968648182,35.93730387614419,2.731541764169565,31.19677037914569,19.11450985619746,39.69725873584078,4,44.12278603448665,Low
Sohagpur,GP H,Pali,Barwani,39.944299797752805,Shallow,62.75908965426312,Medium,Yes,66.4105036596963,73.08256673190287,14.700304779253582,6.040885539518124,4.8801097710784225,32.855780310378826,32.91700289664784,5,56.15544952192047,Low
Sohagpur,GP H,Mandla,Barwani,60.38837541203726,Shallow,24.529255595693453,Medium,No,15.011837992618373,49.258601509269546,3.502732963433889,2.97457000255965,56.70431579878673,2.4251795687157762,68.46243973106266,5,48.87614093009202,Low
Katangi,GP C,Pati,Mandla,14.938523835235493,Deep,77.23787738092761,High,Yes,32.67535671736344,22.60935355985313,12.14152403861495,1.2836809537244676,32.20336036777229,74.93357870408016,16.936479231276557,3,50.790083718507425,Low
Kudela,GP G,Bajag,Dindori,30.792546681211334,Deep,84.33486276435627,High,No,43.64129175782176,20.25897565277163,4.3342708467697335,1.9751307502164672,80.84194762718592,65.97664067048485,37.38690877112978,2,49.48718085830832,Low
Bichhiya,GP H,Bichhiya,Alirajpur,25.375810340475205,Medium,38.41567428050005,High,No,34.352323370425225,40.334050760559265,9.592518649575654,2.348528993089113,56.72507397358952,83.70274292338436,39.84782256313457,0,37.92416234532431,Low
Manpur,GP F,Bajag,Alirajpur,44.56772517861072,Deep,55.43099598903198,Low,No,14.873514866447849,6.124963502257806,30.662818542521652,8.71766777596627,9.11220977996629,63.50613282595498,82.92907157998745,2,46.1653225069269,Low
Katangi,GP B,Pati,Barwani,60.74254187350785,Shallow,43.0419607332633,Low,No,31.392424470519,27.688824530239938,35.777948834329706,6.317634472624507,6.319112397437747,88.72879562060741,66.05323106309616,0,42.888873988854854,Low
Bhanpuri,GP F,Niwas,Alirajpur,48.14333013904934,Deep,47.44318336981514,Low,No,43.44670485616022,61.99605144475097,19.213341224871122,7.9589902499087035,88.96919202964794,83.04944360742708,39.002515869584506,4,55.71144047604096,Low
Amarpur,GP A,Bichhiya,Umaria,13.408837670456908,Medium,69.34599896976565,Medium,No,7.334974429140699,74.5647051564942,22.26342726619513,9.30478454044643,82.70567977764038,50.65789478943074,66.44138345897548,1,45.76141030079217,Low
Chandangaon,GP H,Pali,Barwani,16.274472066482026,Medium,7.3667822618497585,Low,Yes,5.216073290839354,48.221421191097136,25.13703698445032,5.727299427465637,16.163400060096183,12.163056324714349,6.324480858726234,3,29.921392221408638,Very Low
Pandhana,GP H,Mandla,Umaria,66.8473316972434,Deep,71.10005759675596,High,Yes,24.37037483100895,44.33809203442483,16.413548620687877,9.634393939835194,12.693677564974918,41.722192058944316,49.39003061591099,2,56.997921491981415,Low
Pandhana,GP C,Bichhiya,Dindori,24.130000405329064,Deep,24.901456328181165,High,Yes,37.061763655369454,32.20896369246124,23.142263413086326,5.66958181455664,49.43771039076066,31.754312068572336,24.36383299576217,6,53.497868073566295,Low
Chandangaon,GP F,Bajag,Barwani,52.39911831169043,Shallow,71.2648954610402,High,Yes,78.12476769981063,45.2828733038948,17.947230933865484,0.570429810572467,40.301800598340044,49.225269465683446,30.838412419262717,0,56.476234203973675,Low
Damoh,GP C,Pati,Dindori,55.03067765275267,Deep,52.98710260489832,High,Yes,61.56413034785037,24.082476908029626,23.47766332150209,9.758333920241315,50.8120592753634,13.799478869267881,59.53012988020164,4,66.59401419146948,Medium
Bamhani,GP E,Niwas,Dindori,14.304141630621316,Deep,70.43283378510705,Low,Yes,43.723025284855325,8.884256521199022,33.09260123869775,4.992461479798358,80.47429472579437,7.266033898405702,94.8851772399903,1,67.08024906029674,Medium
Burhanpur,GP D,Barwani,Mandla,89.72538540025296,Medium,74.1554380784048,Medium,Yes,24.518568710846164,9.13156874296634,36.18904388957457,9.310882325809875,86.00729861669743,24.857104879323728,90.32275417662757,5,86.29370231355692,Medium
Jaitpura,GP F,Bajag,Umaria,19.95317762607555,Medium,27.289751054222812,Medium,No,74.14920683409728,15.259024794156716,25.02415526762387,7.636859812412929,22.89289093868261,27.83256093169664,9.758773180773384,4,29.793755461908745,Very Low
Pachmarhi,GP B,Dindori,Alirajpur,14.59329524658357,Deep,85.34603652350691,High,Yes,14.749604758193712,17.726599368017787,34.18480006853642,1.1981093423972977,12.536443104990582,38.45080815023522,9.571982077010821,5,45.317101215182404,Low
Katangi,GP G,Niwas,Alirajpur,75.27671315138305,Deep,32.20191178111142,Low,Yes,39.18392295871227,32.09607215167707,17.452654001402344,1.1494743740821367,27.450442894709493,2.350045300339417,54.93901987639854,5,61.51741638002983,Medium
Ghoradongri,GP G,Dindori,Alirajpur,68.14197110854283,Medium,89.81838261580532,Low,No,65.81929583881544,55.94395321335806,35.17510542735178,2.746502184436701,50.8123968296239,59.77426545151449,0.11966272823012991,0,39.41426526339606,Low
Deori,GP F,Pali,Umaria,80.36976828349383,Shallow,69.6701327620252,High,No,53.918766793498556,53.456924424552945,32.018371364509456,4.966359946913599,36.66598533791393,61.041827525040674,23.491278817006943,0,41.89125545551934,Low
Chhindwara,GP H,Pali,Barwani,40.5612588024011,Shallow,29.54459383330733,Medium,No,76.28216053302877,77.80660054666656,2.5527989034211114,8.4806584808073,65.00501949544437,59.053279709180025,1.1662289621397148,5,42.61450239276336,Low
Ghughri,GP E,Bajag,Dindori,46.323476038932455,Medium,74.32474356013246,High,No,17.822733010086594,21.75463594088127,15.892323288270939,7.561341868954218,9.765898108690651,27.359289896650115,48.41401575895825,4,40.46758670856995,Low
Dindori,GP H,Pali,Dindori,33.60079767299732,Deep,30.36419388777204,High,No,61.84408796354532,45.51489103794876,5.272950705756143,9.272076693320702,84.5656548661271,17.012501999702007,58.96005789847444,4,51.387060740589206,Low
Amla,GP G,Bajag,Mandla,64.63753350116346,Medium,51.13598845710014,Medium,Yes,71.68367235698982,38.59924840347132,15.014549459463494,9.205917242571168,32.15439379636688,41.302704927373775,50.856502507250845,6,70.64515129558863,Medium
Amla,GP D,Dindori,Umaria,29.164143147657313,Deep,25.27367344360075,Low,Yes,56.782038083670315,54.169188170267425,37.52676342185901,0.030956792069174455,5.073191089301093,26.227474948874224,88.12527655700332,6,64.99523792240912,Medium
Deori,GP G,Dindori,Dindori,28.755090020165184,Deep,78.34794950214827,High,No,13.767717709621055,35.1898084709448,7.067543427396826,3.020832524935293,87.51650116424204,12.056391460460521,61.41818910695499,3,49.21249182162282,Low
Amarpur,GP G,Bichhiya,Barwani,66.7285503104655,Shallow,64.2415099698031,Medium,Yes,69.06661001065814,21.964435589582276,19.053570174824447,4.26287376789911,4.611738664636828,63.27056066887096,62.625046502616556,3,67.0151730368527,Medium
Deori,GP G,Pati,Umaria,78.07536201328992,Deep,17.21383772273507,High,No,45.96199712531721,72.83776438580928,19.04557133859042,4.609136714374196,3.322439700722243,19.719539019669465,63.8984017948399,1,38.47380809258398,Low
Pipariya,GP E,Pali,Mandla,10.950919909985837,Medium,55.45699463829432,High,Yes,88.20043906279703,20.073593964327706,15.29990645442155,5.692671850306122,64.63888974079732,16.131614220036454,61.814978485627506,5,67.77112086113713,Medium
Damoh,GP G,Dindori,Barwani,39.69770164362717,Deep,50.71365084632059,Medium,Yes,46.910816446882215,58.07392653773778,31.731498831352233,4.2086361663758005,65.69126767870095,30.175725190906256,58.30411204710264,4,66.16439265853579,Medium
Bhanpuri,GP G,Mandla,Umaria,19.088723686208333,Deep,68.04330565144357,High,Yes,81.84081059345061,77.98256301124323,11.44504073210718,9.537278905881427,76.82528669369444,23.22191013852842,51.12796307181965,4,67.47969496328258,Medium
Dindori,GP F,Dindori,Barwani,16.685624154447467,Shallow,20.262837614042134,Low,Yes,21.91523327011183,47.3997225972892,8.308479739655791,9.69138121558929,18.236343903781496,89.54467766095767,65.51508611184786,1,51.789341591207474,Low
Burhanpur,GP C,Mandla,Dindori,89.23529170341305,Shallow,70.63247243042798,Low,Yes,87.18427177500038,64.70623182002913,9.09178969265104,8.617718796599302,20.31034661701828,78.32389944965988,95.45398677431943,2,82.90940680715339,Medium
Pachmarhi,GP H,Bichhiya,Dindori,31.420513363813125,Shallow,7.386565797521069,Low,No,32.41734294038106,19.32630629483455,14.085389812572716,8.196913039231964,50.142995518879054,71.73838581521298,33.802110447245035,4,39.8392833995266,Low
Chhindwara,GP H,Mandla,Barwani,71.55809176334668,Shallow,78.43013543244443,Low,Yes,50.23582011798827,16.16949575708432,35.34331560024259,7.559861910411052,64.3154951128843,24.380027477161413,27.857956529249428,5,67.65012546650641,Medium
Chhindwara,GP G,Mandla,Alirajpur,12.52742245005912,Medium,57.75568361795818,Low,No,45.23331965651607,23.61974890985335,29.99577680039306,6.910422690253836,72.3195721853204,55.77810391157857,80.62983274909305,3,54.76121810118548,Low
Chhindwara,GP G,Barwani,Barwani,45.550433121786824,Deep,75.7538876335726,Low,No,53.14521523660424,55.6273337068814,5.817363980637042,6.031451836822552,64.79408661721837,7.742375093553797,59.80164836315818,6,57.16623784801339,Low
Silpatti,GP A,Barwani,Barwani,29.199003965880106,Shallow,16.65404199298942,Low,Yes,19.307966990415416,28.657103207206045,22.705693345832795,5.919309648713056,68.92337841700684,12.996073311510001,76.94314296609807,6,65.84995132844904,Medium
Kundam,GP F,Dindori,Mandla,12.44719204388054,Deep,24.158874022965342,High,No,20.831914403645357,57.847145481549745,4.926200466715592,5.716633785098358,29.03535338164823,25.289579455879124,35.35243065845827,1,24.088526266692867,Very Low
Ghughri,GP F,Dindori,Mandla,57.94624030293931,Shallow,21.454750318324354,Low,No,76.08023286539752,14.554765259271175,2.9477126433274616,6.857581493355389,67.3116773280164,24.238158284594185,91.16074599649781,3,59.75618829059941,Low
Bichhiya,GP F,Mandla,Mandla,41.19419777771423,Medium,37.01857484029879,Low,No,42.33234386607727,62.32614810108846,11.011074744438766,7.927849374067738,58.30527886910858,7.901582298146323,74.15542294821134,5,52.18902733452849,Low
Bhanpuri,GP B,Barwani,Umaria,71.80812298922068,Medium,41.32779767098664,Medium,No,73.63704021397729,55.24867557493169,36.40627516965503,4.459522180263114,74.96880516571562,85.61999931760393,58.307489371925456,3,62.65189528647859,Medium
Ghoradongri,GP H,Pali,Barwani,73.78937992358492,Shallow,88.35982231975703,Medium,No,68.94663459011946,56.13645091401827,12.456324543368845,0.3423862678217182,7.6128180419597395,39.53706425554573,76.4224822490615,3,57.0003023736393,Low
Kundam,GP A,Barwani,Dindori,70.12495756097921,Shallow,71.0093713510846,Low,No,30.10381718849279,54.618198668552466,36.188851243541194,4.085623325257762,33.739175392585224,79.25095732002453,28.33510810845209,1,42.69981155610788,Low
Katangi,GP B,Mandla,Alirajpur,52.67058677165462,Shallow,59.50419083411532,Low,No,66.63193105384808,46.24190430849081,8.21394720523984,7.564657594266096,76.85511671123633,48.13577631407693,1.4102865380741236,6,49.208616977156204,Low
Pandhana,GP A,Bajag,Umaria,34.086974838819515,Shallow,45.89961985214139,Medium,No,52.971166081244036,13.758673165334654,2.869642498795163,9.073373873641495,70.00972900593456,24.868626400221938,90.54838156964541,0,50.6255422024852,Low
Silpatti,GP H,Niwas,Umaria,55.55484815653273,Shallow,57.101155790199,Low,Yes,12.245052375054655,52.201548243813384,7.291166256955572,5.13403909566735,45.30525253116988,58.98431002083364,21.664541175461384,6,60.378202215629464,Medium
Tamia,GP G,Bichhiya,Barwani,27.221812840920087,Medium,87.85311876945106,Medium,No,88.98741620593222,75.43372494300048,16.848964192748554,5.544238380622705,47.39111984086102,36.491712621317525,11.989559182604403,2,39.52255445758835,Low
Deori,GP B,Bichhiya,Alirajpur,36.108820187437786,Shallow,13.343661354430447,High,Yes,64.12072445154298,16.122966675976627,23.218333958542676,2.4181387316751444,85.13979211757854,36.927002297092365,27.237111850275507,6,63.435708618627906,Medium
